epoch,learning_rate,train_loss_normalized,val_loss_normalized,train_forecast_mse_normalized,train_change_anomaly_mse_normalized,val_forecast_mse_normalized,val_change_anomaly_mse_normalized,is_best_objective,is_best_rmse,is_best_anomaly,is_best_correlation,rmse_celsius,mae_celsius,bias_celsius,persistence_rmse_celsius,persistence_mae_celsius,skill_vs_persistence,rmse_improvement_percent,observed_daily_change_mean_celsius,predicted_daily_change_mean_celsius,observed_daily_change_std_celsius,predicted_daily_change_std_celsius,daily_change_variability_ratio,daily_change_correlation,daily_change_rmse_celsius,ocean_pixel_count
17.0,0.001,0.0001237518673457917,7.168743867037996e-05,8.508157764932489e-05,7.734057862392998e-05,5.056560452156764e-05,4.224366914482519e-05,0,0,0,0,0.2461810744193493,0.16572622490018327,0.08407497745389234,0.23782034479874492,0.15713932992247454,-0.03515565343107907,-3.515565343107907,-0.059446252819264016,0.024628724634628313,0.23027083928700584,0.010281813753187654,0.04465095877977223,-0.08577127164515427,0.2461810744193493,406610
18.0,0.001,0.00012294564758639448,7.069345933627592e-05,8.43092494188028e-05,7.727279639433751e-05,4.949439518322709e-05,4.239812830609767e-05,0,0,0,0,0.24355949809220198,0.16271244350612166,0.0747559038155758,0.23782034479874492,0.15713932992247454,-0.024132305830747214,-2.4132305830747214,-0.059446252819264016,0.01530965099631179,0.23027083928700584,0.013436409572796303,0.05835046076350719,-0.08525939851332787,0.24355949809220198,406610
19.0,0.001,0.00012303400332556766,6.918665396419596e-05,8.440907597134828e-05,7.724985388028094e-05,4.7917699952424846e-05,4.253790672782375e-05,0,0,0,0,0.23964867824566108,0.15867838865304404,0.05929163236818107,0.23782034479874492,0.15713932992247454,-0.0076878765290806506,-0.7687876529080651,-0.059446252819264016,-0.0001546204510829484,0.23027083928700584,0.016485795409126872,0.07159306606156607,-0.08160144027564348,0.23964867824566108,406610
20.0,0.001,0.00012283877997727293,6.727582852002106e-05,8.419675589728403e-05,7.728404815997777e-05,4.5856979714661885e-05,4.2837697909730295e-05,0,0,0,0,0.23443895760744832,0.1550244303214732,0.025777381424744263,0.23782034479874492,0.15713932992247454,0.014218241900868844,1.4218241900868844,-0.059446252819264016,-0.03366887139451975,0.23027083928700584,0.021694755548937704,0.09421408119287615,-0.08025246623146183,0.23443895760744832,406610
21.0,0.001,0.0001232132374316575,6.984571110192457e-05,8.464737707035373e-05,7.713172155076532e-05,4.872164951337578e-05,4.2248123326603554e-05,0,0,0,1,0.24165069935854716,0.16077473228103994,0.06961927256151788,0.23782034479874492,0.15713932992247454,-0.016106084460703718,-1.6106084460703718,-0.059446252819264016,0.010173019742253861,0.23027083928700584,0.013335033989510097,0.05791021577373732,-0.05629632797707008,0.24165069935854716,406610
22.0,0.001,0.00012245129335319578,7.320002533897299e-05,8.407178629715965e-05,7.675901298814385e-05,5.2388812585140594e-05,4.162242476013489e-05,0,0,1,1,0.2505799614310296,0.17138645657693016,0.1000126367898127,0.23782034479874492,0.15713932992247454,-0.05365233425711535,-5.365233425711535,-0.059446252819264016,0.04056638397054869,0.23027083928700584,0.011242457995122475,0.048822760319686236,0.07016017034208122,0.2505799614310296,406610
23.0,0.001,0.00012104338798312303,7.272068744410493e-05,8.307331899697778e-05,7.594013714413273e-05,5.194672280906585e-05,4.154792837304229e-05,0,0,1,1,0.24952044840660598,0.17006751716888935,0.09804142661566213,0.23782034479874492,0.15713932992247454,-0.04919723591252145,-4.919723591252145,-0.059446252819264016,0.03859517379639812,0.23027083928700584,0.025856766696819355,0.11228849808721068,0.08774677115919036,0.24952044840660598,406610
24.0,0.001,0.00011988424677572145,7.594042576846272e-05,8.272628847185931e-05,7.431591589787475e-05,5.5798602610194976e-05,4.0283647064065354e-05,0,0,1,1,0.25860607311306116,0.18288345565534617,0.1258508951453293,0.23782034479874492,0.15713932992247454,-0.08740096786885965,-8.740096786885964,-0.059446252819264016,0.06640464232606527,0.23027083928700584,0.03795015793862527,0.16480661666119525,0.19603463292030962,0.25860607311306116,406610
25.0,0.001,0.00011659367222952225,6.839924295391402e-05,7.984814531268265e-05,7.34910542477581e-05,4.7898770203137746e-05,4.100094550155256e-05,0,0,0,0,0.23960134171225828,0.1608885311616575,0.07364572749681196,0.23782034479874492,0.15713932992247454,-0.007488833283042062,-0.7488833283042062,-0.059446252819264016,0.014199474677547948,0.23027083928700584,0.05649367847189934,0.24533579087487728,0.16262338394652537,0.23960134171225828,406610
26.0,0.001,0.00011611786778406733,6.510483695844776e-05,7.971081740981938e-05,7.281410057103353e-05,4.4890976238243075e-05,4.04277228856338e-05,1,0,0,0,0.23195651904481723,0.15336623232409394,0.05092695431157997,0.23782034479874492,0.15713932992247454,0.024656535414957603,2.4656535414957603,-0.059446252819264016,-0.00851929850768405,0.23027083928700584,0.05982608024723339,0.2598074529648417,0.1957559625424815,0.23195651904481723,406610
27.0,0.001,0.00011522479367639294,6.585164942096102e-05,7.899996279871348e-05,7.244966187366716e-05,4.586209331747553e-05,3.99791124063123e-05,0,0,1,1,0.23445203125895758,0.1559872903074723,0.065738996635932,0.23782034479874492,0.15713932992247454,0.014163269095576192,1.4163269095576192,-0.059446252819264016,0.006292743816667973,0.23027083928700584,0.05869550791078223,0.2548977026032597,0.21543879283420708,0.23445203125895758,406610
28.0,0.001,0.00011461709575856302,6.589240176054611e-05,7.848956076072423e-05,7.225507032102527e-05,4.56392578461705e-05,4.05062883769398e-05,0,0,0,0,0.2338817587840583,0.15489843028255637,0.05873189742477026,0.23782034479874492,0.15713932992247454,0.0165611820049274,1.65611820049274,-0.059446252819264016,-0.0007143553944937622,0.23027083928700584,0.061519870901057046,0.2671630984259352,0.19617469575054608,0.2338817587840583,406610
29.0,0.001,0.00011491737334621783,6.823840412336771e-05,7.881354690837954e-05,7.220765399960498e-05,4.808850903765694e-05,4.02997921648346e-05,0,0,0,0,0.2400754304622742,0.1617546970940842,0.08141461756415803,0.23782034479874492,0.15713932992247454,-0.009482307602562967,-0.9482307602562967,-0.059446252819264016,0.021968364744894015,0.23027083928700584,0.06326060527756897,0.2747226069677106,0.20658547476911546,0.2400754304622742,406610
30.0,0.001,0.00011451908476448171,7.008188579563204e-05,7.853206288262566e-05,7.197404370455798e-05,4.997352137762977e-05,4.0216729434028474e-05,0,0,0,0,0.24473553958713884,0.1667981311324507,0.09512837504306243,0.23782034479874492,0.15713932992247454,-0.02907738946491678,-2.907738946491678,-0.059446252819264016,0.03568212222379841,0.23027083928700584,0.0627394191530338,0.27245924558791573,0.21162845904813485,0.24473553958713884,406610
31.0,0.001,0.00011439767293016828,6.677617834424855e-05,7.841360591526136e-05,7.196813450304686e-05,4.684646141058319e-05,3.9859434116507355e-05,0,0,1,1,0.23695476989289982,0.15894699158716247,0.07547654713435326,0.23782034479874492,0.15713932992247454,0.003639616730761963,0.3639616730761963,-0.059446252819264016,0.016030294315089236,0.23027083928700584,0.06407380031107714,0.2782540790204729,0.22634909590291288,0.23695476989289982,406610
32.0,0.001,0.00011409137315661988,7.242439898793036e-05,7.817648151014909e-05,7.18297839140599e-05,5.243069957543088e-05,3.998739937318757e-05,0,0,0,0,0.25068011491110936,0.17429407435844255,0.11073239756323568,0.23782034479874492,0.15713932992247454,-0.05407346509083144,-5.407346509083144,-0.059446252819264016,0.051286144743971654,0.23027083928700584,0.065669733798531,0.2851847589641227,0.223462358134846,0.25068011491110936,406610
33.0,0.001,0.00011532690198107705,6.784054838210242e-05,7.933308494635062e-05,7.19876352525354e-05,4.7530660271000324e-05,4.061977687006344e-05,0,0,0,0,0.23867887754337622,0.15958426328044414,0.0746114155360845,0.23782034479874492,0.15713932992247454,-0.0036100054659236047,-0.36100054659236047,-0.059446252819264016,0.015165162716820484,0.23027083928700584,0.059495760783178746,0.25837297057411684,0.18845289843034468,0.23867887754337622,406610
34.0,0.001,0.00011404485659904748,6.899127217602903e-05,7.817604116682812e-05,7.173763062782223e-05,4.848774731053958e-05,4.100705082735608e-05,0,0,0,0,0.24106994246096633,0.16192918208734808,0.07860313407353528,0.23782034479874492,0.15713932992247454,-0.013664086077124216,-1.3664086077124216,-0.059446252819264016,0.019156881254271268,0.23027083928700584,0.061527282548798606,0.2671952850795493,0.17200813240138874,0.24106994246096633,406610
35.0,0.001,0.0001141483205980129,7.1058453862836e-05,7.831234446105857e-05,7.167195298375819e-05,5.104312621781041e-05,4.003065389466204e-05,0,0,0,0,0.24734075947444156,0.1703348740189553,0.10232774135545224,0.23782034479874492,0.15713932992247454,-0.04003196061192016,-4.003196061192016,-0.059446252819264016,0.04288148853618822,0.23027083928700584,0.06322798873673767,0.27458096271552357,0.216900526434269,0.24734075947444156,406610
36.0,0.001,0.00011412001268633421,6.411572234953868e-05,7.82816555661933e-05,7.167671586702032e-05,4.379276218321748e-05,4.064592023297175e-05,1,1,0,0,0.22910165605358734,0.15151699724277368,0.032121677190055854,0.23782034479874492,0.15713932992247454,0.03666081954651845,3.6660819546518453,-0.059446252819264016,-0.02732457562920816,0.23027083928700584,0.06892644734674867,0.29932772886122966,0.1990879253564877,0.22910165605358734,406610
37.0,0.001,0.00011416534515574756,7.454235519741802e-05,7.832870400809811e-05,7.16732831826108e-05,5.435953640350306e-05,4.0365637587829915e-05,0,0,0,0,0.2552495207760451,0.17891178167868094,0.11869938572340663,0.23782034479874492,0.15713932992247454,-0.07328715292230203,-7.3287152922302035,-0.059446252819264016,0.05925313290414261,0.23027083928700584,0.06551653649314512,0.2845194671457569,0.20728076292806671,0.2552495207760451,406610
38.0,0.001,0.00011430716723425132,7.104035825723757e-05,7.850728378081277e-05,7.159976758714955e-05,5.092335827425378e-05,4.023400006563824e-05,0,0,0,0,0.24705040988455046,0.16935060736216023,0.1004238201587317,0.23782034479874492,0.15713932992247454,-0.038811082767609584,-3.8811082767609584,-0.059446252819264016,0.04097756733946768,0.23027083928700584,0.05871362403164486,0.254976375703678,0.20425196778597504,0.24705040988455046,406610
39.0,0.001,0.00011396338030737559,7.03586400000136e-05,7.813955992942949e-05,7.164764152489587e-05,5.0066536920757534e-05,4.058420516180563e-05,0,0,0,0,0.24496319600786212,0.1669227115127728,0.0933012896393748,0.23782034479874492,0.15713932992247454,-0.03003465164076613,-3.003465164076613,-0.059446252819264016,0.03385503682011079,0.23027083928700584,0.06866406501525955,0.29818827788992325,0.20357476995727034,0.24496319600786212,406610
40.0,0.001,0.00011371841993252937,6.974474782098647e-05,7.795765619759062e-05,7.152152687833622e-05,4.916090176565164e-05,4.116769041626854e-05,0,0,0,0,0.24273756026660884,0.16374191281447265,0.08300162606002313,0.23782034479874492,0.15713932992247454,-0.020676176682970837,-2.0676176682970837,-0.059446252819264016,0.023555373240759115,0.23027083928700584,0.06974765362862727,0.3028939914606162,0.18234218946783948,0.24273756026660884,406610
41.0,0.001,0.00011371944217499708,6.759644897450527e-05,7.794720987454284e-05,7.154446542906628e-05,4.693576890643533e-05,4.1321360484987163e-05,0,0,0,0,0.2371805300564145,0.157878201042614,0.06268437680953962,0.23782034479874492,0.15713932992247454,0.002690328040991785,0.2690328040991785,-0.059446252819264016,0.003238123990275593,0.23027083928700584,0.0634641350995687,0.2756064784237314,0.16173199150793632,0.2371805300564145,406610
42.0,0.001,0.00011359626494491911,6.802577482718234e-05,7.780782009543078e-05,7.157688981728493e-05,4.778507299966829e-05,4.0481403455686795e-05,0,0,0,0,0.23931679894426283,0.16046837294776906,0.07777718834452374,0.23782034479874492,0.15713932992247454,-0.0062923722812036065,-0.6292372281203606,-0.059446252819264016,0.018330935525259728,0.23027083928700584,0.06314231935413585,0.2742089252362358,0.19905221551992508,0.23931679894426283,406610
43.0,0.001,0.00011339345667700518,7.037699425095463e-05,7.767641452629482e-05,7.143408450846015e-05,5.0047005459742796e-05,4.065997713390572e-05,0,0,0,0,0.2449154096767965,0.16663119684286298,0.09248900207936454,0.23782034479874492,0.15713932992247454,-0.029833717060900655,-2.9833717060900655,-0.059446252819264016,0.03304274926010053,0.23027083928700584,0.06694307799588878,0.29071452643837375,0.1971027391737275,0.2449154096767965,406610
44.0,0.001,0.00011382294592553583,7.412998182762873e-05,7.807490689399826e-05,7.149607764899625e-05,5.376787486642421e-05,4.07242136233971e-05,0,0,0,0,0.2538566256007994,0.17681883867502135,0.11377630196296443,0.23782034479874492,0.15713932992247454,-0.0674302310663335,-6.74302310663335,-0.059446252819264016,0.054330049143700404,0.23027083928700584,0.06870012702727986,0.2983448848321308,0.19742007471301723,0.2538566256007994,406610
45.0,0.001,0.00011374476244834032,7.745338869376797e-05,7.800913797511636e-05,7.147124764505714e-05,5.7359512202435316e-05,4.0187753231841943e-05,0,0,0,0,0.2621982471375457,0.1872253841054571,0.13381207777352003,0.23782034479874492,0.15713932992247454,-0.10250553778075844,-10.250553778075844,-0.059446252819264016,0.07436582495425602,0.23027083928700584,0.0624368417109691,0.2711452388165782,0.21146997287074243,0.2621982471375457,406610
46.0,0.001,0.0001143979449799981,6.897334421646769e-05,7.864762632587046e-05,7.150063612517272e-05,4.879559128312394e-05,4.035550691322934e-05,0,0,0,0,0.24183399733269734,0.16342464277189073,0.08624988106266278,0.23782034479874492,0.15713932992247454,-0.016876825812984775,-1.6876825812984775,-0.059446252819264016,0.026803628243398762,0.23027083928700584,0.06331587540390145,0.2749626292236924,0.2053841381987531,0.24183399733269734,406610
47.0,0.001,0.00011354975986324735,6.379487006111734e-05,7.774700125304574e-05,7.160551745701975e-05,4.353848156799907e-05,4.051277798294306e-05,1,1,0,0,0.22843555220963996,0.15062879166082754,0.03002843163092675,0.23782034479874492,0.15713932992247454,0.03946168944060202,3.946168944060202,-0.059446252819264016,-0.029417821188337266,0.23027083928700584,0.06015564286423443,0.2612386485865777,0.19355439662661356,0.22843555220963996,406610
48.0,0.001,0.00011369374999965775,6.905610524420945e-05,7.794765838113333e-05,7.149218323704885e-05,4.873639568670538e-05,4.063941766978369e-05,0,0,0,0,0.24168726157708897,0.162898643681568,0.08349675813341266,0.23782034479874492,0.15713932992247454,-0.01625982327801445,-1.6259823278014451,-0.059446252819264016,0.024050505314148644,0.23027083928700584,0.06372243820819079,0.27672821450382684,0.19232684084322998,0.24168726157708897,406610
49.0,0.001,0.00011356787167383525,6.929988351296506e-05,7.788536358412688e-05,7.13650170075745e-05,4.897894870413289e-05,4.0641870265523585e-05,0,0,0,0,0.24228793507612306,0.16396822892617746,0.08513985863150828,0.23782034479874492,0.15713932992247454,-0.018785568077276382,-1.8785568077276382,-0.059446252819264016,0.025693605812244252,0.23027083928700584,0.06986776363823329,0.303415594673502,0.20050074365770618,0.24228793507612306,406610
50.0,0.001,0.00011308048414047505,6.909499583568118e-05,7.742533344435657e-05,7.131030112604338e-05,4.893828088526091e-05,4.031343019985249e-05,0,0,0,0,0.24218732887415736,0.16378437332694082,0.08748126972478343,0.23782034479874492,0.15713932992247454,-0.018362533613800025,-1.8362533613800025,-0.059446252819264016,0.02803501690551941,0.23027083928700584,0.0627878593383793,0.27266960737534607,0.20629260905563718,0.24218732887415736,406610
51.0,0.001,0.00011298837726064996,6.797949903906157e-05,7.731890378281383e-05,7.133894772467589e-05,4.754146755982369e-05,4.087606390534696e-05,0,0,0,0,0.23870601025872742,0.15985757630695963,0.07228523702816834,0.23782034479874492,0.15713932992247454,-0.0037240945922099034,-0.37240945922099034,-0.059446252819264016,0.012838984208904322,0.23027083928700584,0.06619249996395113,0.28745498200686137,0.1853637172232028,0.23870601025872742,406610
52.0,0.001,0.00011299627309436039,6.686126977151056e-05,7.729182095310416e-05,7.140890451912897e-05,4.652319340456328e-05,4.067615113916411e-05,0,0,0,0,0.23613578904520716,0.15755342547339593,0.06539719150444048,0.23782034479874492,0.15713932992247454,0.007083312216048299,0.7083312216048299,-0.059446252819264016,0.005950938685176464,0.23027083928700584,0.0709609188962915,0.30816285342950855,0.20124542567667883,0.23613578904520716,406610
53.0,0.001,0.00011358832717093268,6.749469520562418e-05,7.790862221783784e-05,7.135941020196031e-05,4.7155432259561876e-05,4.0678525593112645e-05,0,0,0,0,0.23773489062920708,0.15910619219395342,0.07119708862064515,0.23782034479874492,0.15713932992247454,0.0003593223683623359,0.03593223683623359,-0.059446252819264016,0.01175083580138114,0.23027083928700584,0.0705499375085492,0.30637807951278145,0.20168854975607564,0.23773489062920708,406610
54.0,0.001,0.00011295543438650865,6.980932324053081e-05,7.731479381322785e-05,7.128128076205977e-05,4.962719436687073e-05,4.0364256650943006e-05,0,0,0,0,0.24388603044172769,0.16575487887893647,0.09142353369521748,0.23782034479874492,0.15713932992247454,-0.025505326922790506,-2.5505326922790506,-0.059446252819264016,0.03197728087595346,0.23027083928700584,0.06207194075307426,0.2695605789481177,0.20133309353978415,0.24388603044172769,406610
55.0,0.001,0.00011338487802720743,6.477472596412703e-05,7.772116512613848e-05,7.132742621621677e-05,4.4646872445137225e-05,4.025570723732091e-05,0,0,0,0,0.2313250031268392,0.15313405000830138,0.05054316967377604,0.23782034479874492,0.15713932992247454,0.027311968105177775,2.7311968105177775,-0.059446252819264016,-0.008903083145487975,0.23027083928700584,0.0674930752428901,0.29310300623331564,0.21308270864276269,0.2313250031268392,406610
56.0,0.001,0.00011331379901981208,7.461131861742764e-05,7.765822049147048e-05,7.131115723414558e-05,5.4206824817611796e-05,4.080898605473659e-05,0,0,0,0,0.2548907316962274,0.17772133404082607,0.11549998162749162,0.23782034479874492,0.15713932992247454,-0.07177849696554883,-7.177849696554883,-0.059446252819264016,0.0560537288082276,0.23027083928700584,0.06748790590245236,0.2930805572751508,0.1914429642194383,0.2548907316962274,406610
57.0,0.001,0.00011272189519472223,7.033062955661204e-05,7.715111463974283e-05,7.114156116911293e-05,5.0034929463186954e-05,4.059139923997899e-05,0,0,0,0,0.24488585398486604,0.16653502745206297,0.09279543471076608,0.23782034479874492,0.15713932992247454,-0.029709439670101867,-2.9709439670101867,-0.059446252819264016,0.033349181891502065,0.23027083928700584,0.06560942230496367,0.28492284350077496,0.1976168898981262,0.24488585398486604,406610
58.0,0.001,0.00011292987838396954,6.655415010555609e-05,7.741674246092334e-05,7.102627160947588e-05,4.638218544567106e-05,4.034392827322821e-05,0,0,0,0,0.2357776694007806,0.15750050394162318,0.06783150283829613,0.23782034479874492,0.15713932992247454,0.008589153294235374,0.8589153294235374,-0.059446252819264016,0.008385250019032113,0.23027083928700584,0.07070799540550125,0.3070644794817982,0.21601424852389486,0.2357776694007806,406610
59.0,0.001,0.00011286580316605031,6.538399840842243e-05,7.726898136722848e-05,7.119364418918494e-05,4.511470027341291e-05,4.053859592117178e-05,0,0,0,0,0.23253380381432837,0.15413208898723174,0.05243426148179201,0.23782034479874492,0.15713932992247454,0.022229136825490214,2.2229136825490214,-0.059446252819264016,-0.007011991337472006,0.23027083928700584,0.0667861712142949,0.29003312543215126,0.20035343449249768,0.23253380381432837,406610
60.0,0.001,0.00011322061405602343,6.92525648708098e-05,7.759181448264139e-05,7.125759828902925e-05,4.897313631037633e-05,4.0558856273666406e-05,0,0,0,0,0.2422735577422135,0.16387683635870784,0.08623476024631063,0.23782034479874492,0.15713932992247454,-0.01872511347688577,-1.8725113476885769,-0.059446252819264016,0.026788507427046613,0.23027083928700584,0.07082682688894962,0.3075805304234472,0.20788856492621477,0.2422735577422135,406610
61.0,0.001,0.000113236567746598,6.96863543739772e-05,7.76415919114616e-05,7.118995164069574e-05,4.9705156551718664e-05,3.996239604319969e-05,0,0,0,0,0.24407752013429115,0.16656777633279904,0.09442126174733119,0.23782034479874492,0.15713932992247454,-0.02631051326092959,-2.631051326092959,-0.059446252819264016,0.034975008928067174,0.23027083928700584,0.06501116480753184,0.28232478332396654,0.2201928032841218,0.24407752013429115,406610
62.0,0.001,0.00011335685541588299,7.671467178064233e-05,7.777127869828506e-05,7.117115325773346e-05,5.6426358877279326e-05,4.0576625806726006e-05,0,0,0,0,0.2600567158718506,0.18414947739922435,0.127902799564903,0.23782034479874492,0.15713932992247454,-0.09350070992422088,-9.350070992422088,-0.059446252819264016,0.06845654674563897,0.23027083928700584,0.06968696126455026,0.30263042198623147,0.20597663529274057,0.2600567158718506,406610
