epoch,learning_rate,train_loss_normalized,val_loss_normalized,train_forecast_mse_normalized,train_change_anomaly_mse_normalized,val_forecast_mse_normalized,val_change_anomaly_mse_normalized,rmse_celsius,mae_celsius,bias_celsius,persistence_rmse_celsius,persistence_mae_celsius,skill_vs_persistence,rmse_improvement_percent,observed_daily_change_mean_celsius,predicted_daily_change_mean_celsius,observed_daily_change_std_celsius,predicted_daily_change_std_celsius,daily_change_variability_ratio,daily_change_correlation,daily_change_rmse_celsius,ocean_pixel_count
1.0,0.001,0.00016273919370392626,9.485004347755434e-05,8.512668592459712e-05,7.761250783848326e-05,5.277351628548836e-05,4.207652639470076e-05,0.25149831070029594,0.1720716933482179,0.09965948446376112,0.23782034479874492,0.15713932992247454,-0.05751385951915067,-5.751385951915067,-0.059446252819264016,0.0402132316444971,0.23027083928700584,0.006367685847211581,0.02765302748245513,-0.08667459461305022,0.25149831070029594,406610
2.0,0.001,0.00016236080628596398,8.694273278145885e-05,8.486597830707934e-05,7.749482827465527e-05,4.4683834409487935e-05,4.2258897773947e-05,0.23142073503750304,0.15385832088912618,0.003396964445517784,0.23782034479874492,0.15713932992247454,0.026909429328502266,2.6909429328502266,-0.059446252819264016,-0.05604928837374623,0.23027083928700584,0.01034813100668313,0.04493895553047161,-0.08650776376127103,0.23142073503750304,406610
3.0,0.001,0.00016248762303285635,9.513097956349231e-05,8.495779722461447e-05,7.752982628147489e-05,5.295136799933772e-05,4.2179612112343184e-05,0.2519217398121547,0.17241649467082393,0.10009288178910156,0.23782034479874492,0.15713932992247454,-0.05929431741991231,-5.929431741991231,-0.059446252819264016,0.04064662896983755,0.23027083928700584,0.008325092433054567,0.03615348108701817,-0.09181185106254541,0.2519217398121547,406610
4.0,0.001,0.00016186505459567032,9.670977226350049e-05,8.444815531715645e-05,7.741689951513038e-05,5.4620588493329306e-05,4.208918332165324e-05,0.2558616841801067,0.1771289596367403,0.11012876036480201,0.23782034479874492,0.15713932992247454,-0.07586121110298283,-7.586121110298283,-0.059446252819264016,0.05068250754553799,0.23027083928700584,0.006421964332547618,0.027888743326910735,-0.09161419658842601,0.2558616841801067,406610
5.0,0.001,0.00016220288393295907,9.152410657157841e-05,8.477927793699461e-05,7.742360596638741e-05,4.944399472450429e-05,4.208011254476868e-05,0.24343545731850497,0.1628935109208359,0.07703369442176626,0.23782034479874492,0.15713932992247454,-0.023610732397650214,-2.3610732397650214,-0.059446252819264016,0.01758744160250225,0.23027083928700584,0.006245795733023153,0.027123693787551164,-0.09141910403566268,0.24343545731850497,406610
6.0,0.001,0.00016164817308772324,8.690911915299981e-05,8.424324352848836e-05,7.740492950008077e-05,4.475756746889028e-05,4.215155143493289e-05,0.2316115916283962,0.152880400000723,0.015086794373312508,0.23782034479874492,0.15713932992247454,0.026106905090911625,2.6106905090911625,-0.059446252819264016,-0.04435945844595151,0.23027083928700584,0.007934955667550782,0.034459229367122694,-0.08994556188455778,0.2316115916283962,406610
7.0,0.001,0.00016303573937602038,9.859850082374242e-05,8.558024137897977e-05,7.745549787873235e-05,5.661152023742333e-05,4.19869798387892e-05,0.26048304681156415,0.1827297263676569,0.12099529112943003,0.23782034479874492,0.15713932992247454,-0.09529336958954238,-9.529336958954238,-0.059446252819264016,0.061549038310166004,0.23027083928700584,0.004111893406773446,0.017856769964904016,-0.08976620412911747,0.26048304681156415,406610
8.0,0.001,0.00016195030018831112,9.242442499508137e-05,8.450376569781815e-05,7.744653472710946e-05,5.004657986605769e-05,4.237784522869433e-05,0.24491436379404946,0.16422542881641383,0.07928355775590472,0.23782034479874492,0.15713932992247454,-0.029829319275892274,-2.9829319275892274,-0.059446252819264016,0.019837304936640703,0.23027083928700584,0.01229619265556145,0.053398826762583146,-0.09205644369579165,0.24491436379404946,406610
9.0,0.001,0.00016182193466806707,8.91548121740327e-05,8.444882665734314e-05,7.737310801072395e-05,4.696851858968068e-05,4.218629328534007e-05,0.23726325655481806,0.15647234544174474,0.05322435743026957,0.23782034479874492,0.15713932992247454,0.002342475133480737,0.2342475133480737,-0.059446252819264016,-0.006221895388994451,0.23027083928700584,0.008743226438945132,0.03796931676636535,-0.08938445557504707,0.23726325655481806,406610
10.0,0.001,0.00016206728977840242,8.972929447748991e-05,8.469835349417299e-05,7.736893734900372e-05,4.734829287858017e-05,4.238100105072116e-05,0.23822054890192218,0.15734226167185872,0.055168402973365595,0.23782034479874492,0.15713932992247454,-0.0016828001133204484,-0.16828001133204484,-0.059446252819264016,-0.004277849845898427,0.23027083928700584,0.012535936570256341,0.05443996560342473,-0.09070482592679413,0.23822054890192218,406610
